
10000,JellyFish.png,JellyFish,5
10001,Coral.png,Coral,5
10002,Clam.png,Clam,5
10003,eel.png,eel,5
10004,Oyster.png,Oyster,5
10005,Crab.png,Crab,5
10006,Sting_ray.png,Sting_ray,5
10007,Seahorse.png,Seahorse,5
10008,Fish.png,Fish,5
10009,Seastar.png,Seastar,5
10010,Shell.png,Shell,5
10011,Driver.png,Driver,5
10012,Squid.png,Squid,5
10013,Shrimp.png,Shrimp,5
10014,Anemone.png,Anemone,5
10015,Manatee.png,Manatee,5
10016,Dolphin.png,Dolphin,5
10017,Iobster.png,Iobster,5
10018,Sharks.png,Shark,5
10019,Whale.png,Whale,5
10020,Seal.png,Seal,5
10021,Walrus.png,Walrus,5
10022,Elk.png,Elk,5
10023,Fox.png,Fox,5
10024,Giraffe.png,Giraffe,5
10025,Bear.png,Bear,5
10026,Elephant.png,Elephant,5
10027,Crocodile.png,Crocodile,5
10028,Camel.png,Camel,5
10029,Cow.png,Cow,5
10030,Pig.png,Pig,5
10031,Turtle.png,Turtle,5
10032,Monkey.png,Monkey,5
10033,Goat.png,Goat,5
10034,Wolf.png,Wolf,5
10035,Mouse.png,Mouse,5
10036,Moose.png,Moose,5
10037,Reindeer.png,Reindeer,5
10038,ArcticFox.png,ArcticFox,5
10039,Polar_Bear.png,Polar Bear,5
10040,Crow.png,Crow,5
10041,Zebra.png,Zebra,5
10042,Gorilla.png,Gorilla,5
10043,Baboon.png,Baboon,5
10044,Antelope.png,Antelope,5
10045,Gazelle.png,Gazelle,5
10046,Gnu.png,Gnu,5
10047,Hyena.png,Hyena,5
10048,Leopard.png,Leopard,5
10049,rhinoserous.png,rhinoserous,5
10050,Camle.png,Camle,5
10051,Hyppopotamus.png,Hyppopotamus,5
10052,Rabbit.png,Rabbit,5
10053,Armadillo.png,Armadillo,5
10054,Sheep.png,Sheep,5
10055,Frog.png,Frog,5
10056,Snake.png,Snake,5
10057,Butterfly.png,Butterfly,5
10058,Dog.png,Dog,5
10059,Horse.png,Horse,5
10060,Ant.png,Ant,5
10061,Panda.png,Panda,5
10062,Squirrel.png,Squirrel,5
10063,Tiger.png,Tiger,5
10064,Lamp.png,Lamp,5
10065,Kangaroo.png,Kangaroo,5
10066,habbit.png,habbit,5
11000,Apple.png,Apple,5
11001,Apples.png,Apples,5
11002,Apricot.png,Apricot,5
11003,Avocado.png,Avocado,5
11004,Bananas.png,Bananas,5
11005,Blackberry.png,Blackberry,5
11006,Blueberry.png,Blueberry,5
11007,Cherries.png,Cherries,5
11008,Cherrys.png,Cherrys,5
11009,Cucumber.png,Cucumber,5
11010,Eggplants.png,Eggplants,5
11011,Grapefruit.png,Grapefruit,5
11012,Grapes.png,Grapes,5
11013,Kiwi.png,Kiwi,5
11014,Lemons.png,Lemons,5
11015,Melon.png,Melon,5
11016,Nectarine.png,Nectarine,5
11017,Oranges.png,Oranges,5
11018,Peach.png,Peach,5
11019,Pear.png,Pear,5
11020,Pineapples.png,Pineapples,5
11021,Plum.png,Plum,5
11022,Plums.png,Plums,5
11023,Pomegranate.png,Pomegranate,5
11024,Pumpkin.png,Pumpkin,5
11025,Raspberry.png,Raspberry,5
11026,Strawberries.png,Strawberries,5
11027,Strawberry.png,Strawberry,5
11028,Tomato.png,Tomato,5
11029,Tomatoes.png,Tomatoes,5
11030,Watermelons.png,Watermelons,5
12000,Artichoke.png,Artichoke,5
12001,Asparagus.png,Asparagus,5
12002,Beans.png,Beans,5
12003,Beet.png,Beet,5
12004,Broccoli.png,Broccoli,5
12005,Brussels_sprouts.png,Brussels sprouts,5
12006,Cabbage.png,Cabbage,5
12007,Carrot.png,Carrot,5
12008,Cauliflower.png,Cauliflower,5
12009,Celery.png,Celery,5
12010,Corn.png,Corn,5
12011,Garlic.png,Garlic,5
12012,Kohlrabi.png,Kohlrabi,5
12013,Leek.png,Leek,5
12014,Okra.png,Okra,5
12015,Onion.png,Onion,5
12016,Parsnip.png,Parsnip,5
12017,Peas.png,Peas,5
12018,Pepper.png,Pepper,5
12019,Potato.png,Potato,5
12020,Radish.png,Radish,5
12021,Rutabaga.png,Rutabaga,5
12022,Shallots.png,Shallots,5
12023,Spinach.png,Spinach,5
12024,Squash.png,Squash,5
12025,Sweet_potato.png,Sweet potato,5
12026,Turnip.png,Turnip,5
13000,bougainvillaea.png,Bougainvillaea,5
13001,carnation.png,Carnation,5
13002,cockscomb.png,Cockscomb,5
13003,daffodil.png,Daffodil,5
13004,dahlia.png,Dahlia,5
13005,daisy.png,Daisy,5
13006,frangipani.png,Frangipani,5
13007,gerbera.png,Gerbera,5
13008,hibiscus.png,Hibiscus,5
13009,lotus.png,Lotus,5
13010,orchild.png,Orchild,5
13011,Rose.png,Rose,5
13012,sunflower.png,Sunflower,5
13013,tiger_lily.png,Tiger lily,5
13014,Water_lily.png,Water lily,5
14000,ArmChair.png,ArmChair,5
14001,Chair.png,Chair,5
14002,Clock.png,Clock,5
14003,fan.png,Fan,5
14004,Lamp.png,Lamp,5
14005,Mobile_Phone.png,Mobile phone,5
14006,radio.png,Radio,5
14007,record_player.png,Record player,5
14008,Sofa.png,Sofa,5
14009,stereo.png,stereo,5
14010,Table.png,Table,5
14011,Telephone.png,Telephone,5
14012,television.png,Television,5
